"";"BD";"mode_eqt";"fiche_n";"id_sortie";"id_obs";"date";"a";"m";"j";"Saisie";"etat_mer";"temp";"force_v";"direct_v";"direct_h";"neb";"phase_lune";"y_lat";"y_degres";"y_min_dec";"y_lat_DD";"lat";"x_lon";"x_degres";"x_min_dec";"x_lon_DD";"mod_peche";"prof_m_moyen";"nb_pecheur";"h_debut";"heure_enq";"h_fin";"Temps_peche_effectif";"Temps_peche_estime";"deb_sortie";"fin_sortie";"obs";"act_peche";"debarq";"commune";"code_insee";"res_tour";"pdb";"csm";"pe";"po";"espcib1";"espcib2";"espcib3";"z_1";"z_2";"z_3";"z_4";"z_6";"z_7";"z_8";"z_9";"z_54";"z_55";"z_56";"z_57";"z_58";"z_59";"z_60";"z_61";"esp_cib";"mort_pss";"mort_cru";"mort_mll";"mort_vers";"mort_esp";"viv_vers";"viv_pss";"viv_cru";"viv_moll";"autre";"viv_esp";"autre_app";"procu_app";"agachon";"indienne";"chas_trou";"tra_fond";"tra_surf";"pierre";"palangro";"palangre";"nasse";"ligne_m";"broume";"flotteur";"peche_cal";"surfcas";"pelote";"pierre_bd";"sout_bd";"leurre_tt";"turlutte";"leur_surf";"rockfish";"shad";"shore_jigg";"jigging";"tenya";"madai";"inchiku";"fireball";"autre_tech";"prise_jour";"sexe";"age";"age_moyen";"cat_pro";"act_pro";"assoc";"nom_asso";"deb_age";"temps_parc";"nb_sort_an";"f";"m2";"j3";"j4";"a5";"s";"o";"n";"d";"niql";"vac";"we";"sem";"aube";"matin";"soir";"crepuscule";"nuit";"apm";"journee";"nimp_q";"p_no_kill";"bag_thon";"doursin";"joursin";"foursin";"moursin";"aoursin";"pourc_sem";"pourc_we";"pour_jf";"nb_sort_an6";"dur_sort";"secteur_po";"secteur_po7";"douz_jour";"douz_jour8";"nb_pech_o";"dur_moy_o";"nb_ours";"nb_sous_tail";"poss_bat";"type_bat";"motor";"longueur";"loca_bat";"loca_dom";"port_atta";"gps";"sondeur";"vivier";"table_traçante";"vire_ligne";"autre9";"anc_posid";"dep_pdb";"dep_pe";"dep_csm";"dep_po";"co_pnmcca";"zone_pro";"reg_pech_l";"reg_pech_o";"sais_pech_o";"tail_min_o";"quot_max_o";"inf_pech_l";"avis_mes_l";"avis_mes_o";"obs_stock_o";"obs_stock_l";"q_esp";"raison_var";"comm_rais_var";"solu_gest";"comm_gest";"esp_n_ind";"nom_esp_ind";"res_alien";"avis_pnm";"accessibilite";"proximite";"connaissance";"recommandation";"autre10";"abondance";"tranquilite";"fonds_rech"
"114";"PNMCA";"terrain";"114";"PECHLOIS2021_0049";"PECHLOIS2021_0049_B";2021-02-03;"2021";"02";"03";"Jeremy_SIMEONI";"1";"NA";"NA";"NA";"NA";"NA";"NA";"42°43.855'";42;"43.854999999999997";"42.730916666666666";"NA";"9°18.944'";9;"18.943999999999999";"9.3157333333333341";"pe";"80";"1";07:00:00;11:57:00;14:00:00;04:57:00;07:00:00;07:30:00;14:00:00;"NA";"en_mer";0;"Saint_Florent";"2B298";"resident";0;0;1;1;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;"Dentex dentex, Seriola dumerili";0;1;1;0;0;0;0;0;1;0;"0";"0";"vous_meme, mag_spe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Seriola dumerili, Helicolenus dactylopterus";"homme";"30-40";35;"activite";"Ingenieur_en_aquaculture";NA;"NA";"10";"10";"30";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"60";"4.7";"domicile";"Saint-Florent";"NA";1;1;1;1;0;0;"oui";"0";"4";"0";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"insuffi";"NA";"NA";"diminue";"Dentex dentex";"NA";"NA";"Revoir reglementation";"Quotas / maille > Denti";"non";"NA";"NA";"positif";1;1;0;0;0;0;0;"rocheux, sableux"
"115";"PNMCA";"terrain";"115";"PECHLOIS2021_0050";"PECHLOIS2021_0050_A";2021-02-04;"2021";"02";"04";"Jeremy_SIMEONI";"1";"NA";"0";"E";"NA";"NA";"NA";"42°42.650'";42;"42.65";"42.710833333333333";"NA";"9°27.300'";9;"27.3";"9.4550000000000001";"csm";"5";"2";08:58:00;09:00:00;12:00:00;00:02:00;03:02:00;08:00:00;12:00:00;"NA";"cote_rocheuse";0;"Bastia";"2B033";"resident";1;1;0;0;"NA";"NA";"NA";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"toutes";0;0;0;0;0;0;0;0;0;0;"0";"0";"NA";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NA";"homme";"40-50";45;"activite";"Pompier";NA;"NA";"15";"6";"40";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"non";"NA";"NA";"NA";"NA";"NA";"NA";0;0;0;0;0;0;"NA";"0";"0";"4";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"insuffi";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Revoir reglementation";"Chalutier";"non";"NA";"NA";"positif";1;0;0;0;0;0;0;"rocheux"
"116";"PNMCA";"terrain";"116";"PECHLOIS2021_0050";"PECHLOIS2021_0050_B";2021-02-04;"2021";"02";"04";"Jeremy_SIMEONI";"1";"NA";"0";"E";"NA";"NA";"NA";"42°54.000'";42;"54";"42.9";"NA";"9°28.450'";9;"28.45";"9.4741666666666671";"pdb";"2.5";"1";09:00:00;11:01:00;12:00:00;02:01:00;03:00:00;08:00:00;12:00:00;"NA";"cote_rocheuse";0;"Santa_Severa";"2B152";"resident";1;0;0;0;"NA";"NA";"NA";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"toutes";0;1;0;0;0;0;0;0;0;0;"0";"0";"mag_spe";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Labrus merula";"homme";">50";50;"retraite";"Retraite";NA;"NA";"45";"18";"40";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"non";"NA";"NA";"NA";"NA";"NA";"NA";0;0;0;0;0;0;"NA";"1";"0";"0";"0";"oui";"oui";"non_pv";"NA";"NA";"NA";"NA";"non_pv";"p_avis";"NA";"NA";"stable";"NA";"NA";"NA";"NA";"NA";"non";"NA";"NA";"positif";0;1;0;0;0;0;0;"rocheux"
"117";"PNMCA";"terrain";"117";"PECHLOIS2021_0051";"PECHLOIS2021_0051_A";2021-02-05;"2021";"02";"05";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°41.758'";42;"41.758000000000003";"42.695966666666664";"NA";"9°19.255'";9;"19.254999999999999";"9.3209166666666672";"pdb";"2.5";"1";09:00:00;10:02:00;12:00:00;01:02:00;03:00:00;08:30:00;11:00:00;"NA";"cote_sableuse";0;"Saint_Florent";"2B298";"resident";1;0;1;0;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"Diplodus spp, Sparus aurata";0;0;0;0;0;1;0;0;0;0;"0";"0";"mag_spe";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NA";"homme";"30-40";35;"activite";"Artisan_";NA;"NA";"15";"25";"30";1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"non";"NA";"NA";"NA";"NA";"NA";"NA";0;0;0;0;0;0;"NA";"2";"0";"0";"0";"oui";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"adapt";"NA";"NA";"diminue";"toutes";"NA";"NA";"NA";"NA";"non";"NA";"NA";"positif";0;1;0;0;0;0;0;"sableux"
"118";"PNMCA";"terrain";"118";"PECHLOIS2021_0052";"PECHLOIS2021_0052_A";2021-02-15;"2021";"02";"15";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°49.55'";42;"49.55";"42.825833333333335";"NA";"9°31.20'";9;"31.2";"9.52";"pe";"42";"3";06:10:00;10:20:00;12:00:00;04:10:00;05:50:00;07:30:00;14:00:00;"NA";"en_mer";0;"Bastia";"2B033";"resident";1;0;1;1;"NA";"NA";"NA";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;"Dentex dentex, scorpaena scrofa";0;0;0;0;0;0;1;0;1;0;"0";"0";"vous_meme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"Loligo spp, Octopus vulgaris";"homme";">50";50;"retraite";"Retraite";NA;"NA";"toujours";"toujours";"40";1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;"non";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"50";"4.75";"port";"NA";"Vieux Port";1;1;1;1;0;0;"oui";"0";"4";"0";"0";"oui";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"insuffi";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Revoir reglementation";"Quotas / maille > Denti";"non";"NA";"NA";"positif";0;0;0;0;1;1;0;"rocheux"
"119";"PNMCA";"terrain";"119";"PECHLOIS2021_0052";"PECHLOIS2021_0052_B";2021-02-15;"2021";"02";"15";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°42.74'";42;"42.74";"42.712333333333333";"NA";"9°28.23'";9;"28.23";"9.4704999999999995";"pe";"60";"1";06:30:00;11:38:00;12:00:00;05:08:00;05:30:00;07:30:00;14:00:00;"NA";"en_mer";0;"Bastia";"2B033";"resident";0;0;1;1;"NA";"NA";"NA";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;"Dentex dentex, Seriola dumerili";0;0;0;0;0;0;0;0;1;0;"0";"0";"vous_meme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"Dentex dentex";"homme";"40-50";45;"activite";"Restaurateur";NA;"NA";"1";"1";"40";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"300";"7.3";"port";"NA";"Vieux Port";1;1;1;0;0;0;"oui";"0";"5";"0";"0";"oui";"non";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"insuffi";"NA";"NA";"diminue";"Dentex dentex";"NA";"NA";"Revoir reglementation";"Reautoriser la peche du Merou";"non";"NA";"NA";"positif";0;0;0;0;0;1;0;"rocheux"
"120";"PNMCA";"terrain";"120";"PECHLOIS2021_0055";"PECHLOIS2021_0055_A";2021-02-19;"2021";"02";"19";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°40.733'";42;"40.732999999999997";"42.678883333333332";"NA";"9°17.933'";9;"17.933";"9.2988833333333325";"pdb";"2.5";"1";09:30:00;09:40:00;16:00:00;00:10:00;06:30:00;08:30:00;11:30:00;"NA";"jetee";0;"Bastia";"2B033";"resident";1;0;0;0;"NA";"NA";"NA";0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;"Sparus aurata, Labrus spp, Serranus scriba";0;1;0;0;0;0;0;0;0;1;"0";"pain";"mag_spe";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NA";"homme";">50";50;"retraite";"Retraite_";NA;"NA";"10";"55";"40";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;"non";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"non";"NA";"NA";"NA";"NA";"NA";"NA";0;0;0;0;0;0;"NA";"2";"0";"0";"0";"oui";"non";"non_pv";"NA";"NA";"NA";"NA";"non_pv";"insuffi";"NA";"NA";"diminue";"Roche / Sparus aurata";"NA";"NA";"NA";"NA";"non";"NA";"NA";"positif";0;0;0;0;0;1;0;"rocheux"
"121";"PNMCA";"terrain";"121";"PECHLOIS2021_0056";"PECHLOIS2021_0056_A";2021-02-20;"2021";"02";"20";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°43.05'";42;"43.05";"42.717500000000001";"NA";"9°15.92'";9;"15.92";"9.2653333333333325";"pe";"38";"3";06:00:00;09:21:00;15:00:00;03:21:00;09:00:00;08:00:00;14:00:00;"NA";"en_mer";0;"Biguglia";"2B037";"resident";0;0;1;1;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;"Dentex dentex, Pagrus pagrus, Sparidae";0;1;0;0;0;0;0;0;1;0;"0";"0";"vous_meme, mag_spe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;"Loligo spp";"homme";">50";50;"activite";"Assurance_";NA;"NA";"toujours";"toujours";"15";1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"115";"6.4";"port";"NA";"Saint-Florent";1;1;1;0;0;0;"oui";"0";"5";"0";"0";"non";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"t_insuffi";"NA";"NA";"diminue";"Dentex dentex";"NA";"NA";"Revoir reglementation";"Quotas / maille";"non";"NA";"NA";"t_positif";0;0;0;0;0;1;0;"rocheux"
"122";"PNMCA";"terrain";"122";"PECHLOIS2021_0056";"PECHLOIS2021_0056_B";2021-02-20;"2021";"02";"20";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°43.02'";42;"43.02";"42.716999999999999";"NA";"9°15.75'";9;"15.75";"9.2624999999999993";"pe";"24";"2";08:00:00;16:00:00;15:00:00;08:00:00;07:00:00;08:00:00;14:00:00;"NA";"en_mer";0;"Saint_Florent";"2B298";"resident";0;0;1;0;"NA";"NA";"NA";1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;"Seriola dumerili, Lichia amia, Pagrus pagrus";0;0;0;0;0;0;0;0;1;0;"0";"0";"vous_meme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"NA";"homme";"40-50";45;"activite";"Gerant_de_societe";NA;"NA";"toujours";"toujours";"30";1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;"oui";"oui";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"200";"6.3";"port";"NA";"Saint-Florent";1;1;1;0;0;0;"oui";"0";"5";"0";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"insuffi";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Renforcer les contrôles";"NA";"non";"NA";"NA";"t_positif";0;0;0;0;0;1;0;"rocheux"
"123";"PNMCA";"terrain";"123";"PECHLOIS2021_0056";"PECHLOIS2021_0056_C";2021-02-20;"2021";"02";"20";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°43.21'";42;"43.21";"42.720166666666664";"NA";"9°15.84'";9;"15.84";"9.2639999999999993";"csm";"30";"2";06:00:00;09:00:00;15:00:00;03:00:00;09:00:00;08:00:00;14:00:00;"NA";"en_mer";0;"Bastia";"2B033";"resident";0;1;0;1;"NA";"NA";"NA";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;"toutes";0;0;0;0;0;0;0;0;0;0;"0";"0";"NA";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Sphyraena viridensis";"homme";"20-30";25;"activite";"fonctionnaire";NA;"NA";"12";"12";"5";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;"non";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"semi_rigide";"40";"4.4000000000000004";"domicile";"Bastia";"NA";1;1;1;0;0;0;"oui";"0";"0";"3";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"insuffi";"NA";"NA";"stable";"NA";"NA";"NA";"NA";"NA";"oui";"Fistularia commersonii";"NA";"positif";0;0;0;0;0;1;0;"rocheux"
"124";"PNMCA";"terrain";"124";"PECHLOIS2021_0056";"PECHLOIS2021_0056_D";2021-02-20;"2021";"02";"20";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°44.83'";42;"44.83";"42.747166666666665";"NA";"9°14.55'";9;"14.55";"9.2424999999999997";"pe";"50";"3";06:00:00;09:51:00;12:00:00;03:51:00;06:00:00;08:00:00;14:00:00;"NA";"en_mer";0;"Farinole";"2B109";"resident";0;0;1;1;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;"Dentex dentex, Pagrus pagrus, Seriola dumerili";0;0;1;0;0;0;0;0;0;0;"0";"0";"vous_meme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"Spondyliosoma cantharus";"homme";">50";50;"activite";"Technicien";NA;"NA";"14";"14";"40";1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"90";"6.15";"port";"NA";"Saint-Florent";1;1;1;0;0;0;"oui";"0";"3";"0";"0";"oui";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"adapt";"NA";"NA";"diminue";"toutes";"NA";"NA";"NA";"NA";"non";"NA";"NA";"positif";1;0;0;0;0;0;0;"rocheux"
"125";"PNMCA";"terrain";"125";"PECHLOIS2021_0056";"PECHLOIS2021_0056_E";2021-02-20;"2021";"02";"20";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°43.38'";42;"43.38";"42.722999999999999";"NA";"9°04.55'";9;"4.55";"9.0758333333333336";"pe";"34";"2";08:30:00;10:08:00;12:00:00;01:38:00;03:30:00;08:00:00;14:00:00;"NA";"en_mer";0;"Ile_rousse";"2B134";"resident";0;0;1;1;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;"roche";0;0;1;0;0;0;0;0;0;0;"0";"0";"vous_meme";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Serranus cabrilla, Synodus saurus";"homme";">50";50;"retraite";"Retraite_";NA;"NA";"toujours";"toujours";"30";1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;"oui";"oui";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"150";"7.5";"port";"NA";"Ile-Rousse";1;1;1;0;0;0;"oui";"0";"5";"0";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"insuffi";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Actions specifiques";"Relache les gros specimens";"oui";"NA";"NA";"t_positif";0;0;0;0;0;1;0;"rocheux"
"126";"PNMCA";"terrain";"126";"PECHLOIS2021_0057";"PECHLOIS2021_0057_A";2021-02-25;"2021";"02";"25";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°40.46'";42;"40.46";"42.674333333333337";"NA";"9°00.26'";9;"0.26";"9.0043333333333333";"pe";"68";"2";07:00:00;10:18:00;11:00:00;03:18:00;04:00:00;07:30:00;13:30:00;"NA";"en_mer";0;"Urtaca";"2B332";"resident";1;0;1;1;"NA";"NA";"NA";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;"Serranus cabrilla, Pagellus erythrinus, Spondyliosoma cantharus";0;1;0;0;0;0;0;0;0;0;"0";"0";"mag_spe";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"Pagellus erythrinus, Spondyliosoma cantharus";"homme";"40-50";45;"activite";"Agent_territorial_";NA;"NA";"30";"15";"15";1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;"oui";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"50";"5.15";"port";"NA";"Ile-Rousse";1;1;0;0;0;0;"oui";"0";"2";"0";"0";"oui";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_taf";"adapt";"NA";"NA";"stable";"augmentation de la taille de Pagellus erythrinus";"NA";"NA";"NA";"NA";"non";"NA";"NA";"positif";0;0;1;0;0;1;1;"rocheux"
"127";"PNMCA";"terrain";"127";"PECHLOIS2021_0057";"PECHLOIS2021_0057_B";2021-02-25;"2021";"02";"25";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°41.95'";42;"41.95";"42.69916666666667";"NA";"9°02.57'";9;"2.57";"9.0428333333333342";"pe";"54";"2";06:00:00;10:49:00;17:00:00;04:49:00;11:00:00;07:30:00;13:30:00;"NA";"en_mer";0;"Borgo";"2B042";"resident";0;0;1;1;"NA";"NA";"NA";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;"Dentex dentex, Pagrus pagrus";0;0;0;0;0;0;0;0;1;0;"0";"0";"vous_meme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"Loligo spp";"homme";"40-50";45;"activite";"Cadre_dans_l'environnement";NA;"NA";"3";"toujours";"40";1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;"oui";"oui";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"115";"6.5";"port";"NA";"Saint-Florent";1;1;1;0;0;0;"oui";"0";"5";"0";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_taf";"t_insuffi";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Revoir reglementation";"Zone de NonNAprelevement / Saisonnalite de peche / Quotas";"non";"NA";"NA";"t_positif";0;0;1;0;0;0;0;"rocheux"
"128";"PNMCA";"terrain";"128";"PECHLOIS2021_0057";"PECHLOIS2021_0057_C";2021-02-25;"2021";"02";"25";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°42.95'";42;"42.95";"42.715833333333336";"NA";"9°16.02'";9;"16.02";"9.2669999999999995";"pe";"72";"3";09:30:00;12:16:00;16:00:00;02:46:00;06:30:00;07:30:00;13:30:00;"NA";"en_mer";0;"Oletta";"2B185";"resident";0;1;1;0;"NA";"NA";"NA";0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;"roche";0;1;0;0;0;0;0;0;0;0;"0";"0";"mag_spe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;"NA";"homme";">50";50;"retraite";"Retraite";NA;"NA";"12";"30";"30";0;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;"non";"non";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"175";"6.35";"port";"NA";"Saint-Florent";1;1;1;0;0;0;"oui";"0";"3";"0";"0";"oui";"oui";"oui_peu";"NA";"NA";"NA";"NA";"oui_peu";"inadapt";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"NA";"NA";"oui";"Sparisoma cretense";"NA";"positif";0;0;1;0;0;1;0;"rocheux"
"129";"PNMCA";"terrain";"129";"PECHLOIS2021_0058";"PECHLOIS2021_0058_A";2021-02-27;"2021";"02";"27";"Jeremy_SIMEONI";"0";"NA";"NA";"NA";"NA";"NA";"NA";"42°45.22'";42;"45.22";"42.753666666666668";"NA";"9°28.56'";9;"28.56";"9.4759999999999991";"pe";"50";"4";08:00:00;11:18:00;18:00:00;03:18:00;10:00:00;08:00:00;14:30:00;"NA";"en_mer";0;"Pietranera";"2B305";"resident";0;1;1;1;"NA";"NA";"NA";0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;"toutes";0;1;1;0;0;0;0;0;0;0;"0";"0";"mag_spe";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;"Serranus cabrilla, Pagellus erythrinus";"homme";">50";50;"activite";"Architecte";NA;"NA";"6";"30";"40";1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;"oui";"oui";NA;NA;NA;NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";"NA";NA;"NA";NA;"NA";"NA";"oui";"coque_dure";"740";"10.3";"port";"NA";"Toga";1;1;1;1;1;0;"oui";"0";"3";"0";"0";"oui";"oui";"oui_taf";"NA";"NA";"NA";"NA";"oui_peu";"adapt";"NA";"NA";"bcp_dimi";"toutes";"NA";"NA";"Sensibiliser";"Manque d'informations / Cadrage";"non";"NA";"NA";"t_positif";0;0;1;0;0;0;0;"rocheux"
