"";"BD";"fiche_n";"id_sortie";"id_obs";"date";"a";"m";"j";"Saisie";"etat_mer";"temp";"force_v";"direct_v";"direct_h";"neb";"phase_lune";"y_lat_DD";"x_lon_DD";"mod_peche";"prof_m_moyen";"nb_pecheur";"h_debut";"heure_enq";"h_fin";"Temps_peche_effectif";"choix_site";"fonds_rech";"esp_cib";"mort_app";"mort_esp";"viv_app";"viv_esp";"autre_app";"procu_app";"tech_util";"nom_scien";"nb_ind";"tail_cm";"poids_g";"poids_sor";"photos";"CPUE";"CPUE total";"obs";"y_lat";"y_degre";"y_min_dec";"lat";"x_lon";"x_degre";"x_min_dec";"long";"temps_peche_estime";"res_tour";"infraction";"infraction_nb";"zone_peche";"commune";"mode_de_pêche";"zone_geographique"
"1";"PNMCA";2;"PECHLOIS2020_0001";"PECHLOIS2020_0001_B";2020-08-11;"2020";"08";"11";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,777;9,47797;"csm";2,5;1;06:30:00;08:00:00;08:30:00;01:30:00;"accessibilite, proximite";"rocheux";"roche";"0";"0";"0";"0";"0";"0";"indienne";"Dicentrarchus labrax";1;25;159,27;NA;"NA";106,18;NA;"NA";NA;NA;NA;"42°46.620'";NA;NA;NA;"9°28.678'";02:00:00;"secondaire";"maille";"1";NA;NA;NA;NA
"2";"PNMCA";2;"PECHLOIS2020_0001";"PECHLOIS2020_0001_B";2020-08-11;"2020";"08";"11";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,777;9,47797;"csm";2,5;1;06:30:00;08:00:00;08:30:00;01:30:00;"accessibilite, proximite";"rocheux";"roche";"0";"0";"0";"0";"0";"0";"indienne";"Diplodus sargus";1;20;136,8;NA;"NA";91,2;NA;"NA";NA;NA;NA;"42°46.620'";NA;NA;NA;"9°28.678'";02:00:00;"secondaire";"maille";"1";NA;NA;NA;NA
"3";"PNMCA";2;"PECHLOIS2020_0001";"PECHLOIS2020_0001_B";2020-08-11;"2020";"08";"11";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,777;9,47797;"csm";2,5;1;06:30:00;08:00:00;08:30:00;01:30:00;"accessibilite, proximite";"rocheux";"roche";"0";"0";"0";"0";"0";"0";"indienne";"Mullus surmuletus";1;15;37,74;932,23;"NA";25,16;NA;"NA";NA;NA;NA;"42°46.620'";NA;NA;NA;"9°28.678'";02:00:00;"secondaire";"NA";"NA";NA;NA;NA;NA
"4";"PNMCA";4;"PECHLOIS2020_0002";"PECHLOIS2020_0002_B";2020-08-12;"2020";"08";"12";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86687;9,34072;"pe";15;2;06:00:00;10:30:00;10:00:00;04:30:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Diplodus sargus";2;25;585,58;NA;"NA";65,0644444444444;NA;"NA";NA;NA;NA;"42°52.012'";NA;NA;NA;"9°20.443'";04:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"5";"PNMCA";4;"PECHLOIS2020_0002";"PECHLOIS2020_0002_B";2020-08-12;"2020";"08";"12";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86687;9,34072;"pe";15;2;06:00:00;10:30:00;10:00:00;04:30:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Pagellus erythrinus";1;30;308,91;4407,26;"NA";34,3233333333333;NA;"NA";NA;NA;NA;"42°52.012'";NA;NA;NA;"9°20.443'";04:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"6";"PNMCA";4;"PECHLOIS2020_0002";"PECHLOIS2020_0002_B";2020-08-12;"2020";"08";"12";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86687;9,34072;"pe";15;2;06:00:00;10:30:00;10:00:00;04:30:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus cabrilla";32;10,15;741,13;NA;"NA";82,3477777777778;NA;"NA";NA;NA;NA;"42°52.012'";NA;NA;NA;"9°20.443'";04:00:00;"resident";"min_cons";"32";NA;NA;NA;NA
"7";"PNMCA";4;"PECHLOIS2020_0002";"PECHLOIS2020_0002_B";2020-08-12;"2020";"08";"12";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86687;9,34072;"pe";15;2;06:00:00;10:30:00;10:00:00;04:30:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Trachinus draco";1;20;49,33;NA;"NA";5,48111111111111;NA;"NA";NA;NA;NA;"42°52.012'";NA;NA;NA;"9°20.443'";04:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"8";"PNMCA";8;"PECHLOIS2020_0003";"PECHLOIS2020_0003_C";2020-08-14;"2020";"08";"14";"Laure_Helene_GARSI";1;NA;"NA";"NA";"NA";"NA";"NA";42,76788;9,20528;"pe";55;3;07:00:00;11:25:00;12:00:00;04:25:00;"accessibilite, proximite";"rocheux";"Sparus aurata, Eurhynnus alletteratus, Dentex dentex";"pss";"0";"0";"0";"0";"mag_spe";"broume";"Euthynnus alletteratus";1;60;3307,89;NA;"NA";249,652075471698;NA;"NA";NA;NA;NA;"42°46.073'";NA;NA;NA;"9°12.317'";05:00:00;"secondaire";"NA";"NA";NA;NA;NA;NA
"9";"PNMCA";8;"PECHLOIS2020_0003";"PECHLOIS2020_0003_C";2020-08-14;"2020";"08";"14";"Laure_Helene_GARSI";1;NA;"NA";"NA";"NA";"NA";"NA";42,76788;9,20528;"pe";55;3;07:00:00;11:25:00;12:00:00;04:25:00;"accessibilite, proximite";"rocheux";"Sparus aurata, Eurhynnus alletteratus, Dentex dentex";"pss";"0";"0";"0";"0";"mag_spe";"broume";"Spondyliosoma cantharus";3;30;840,8;1108,59;"NA";63,4566037735849;NA;"NA";NA;NA;NA;"42°46.073'";NA;NA;NA;"9°12.317'";05:00:00;"secondaire";"NA";"NA";NA;NA;NA;NA
"10";"PNMCA";13;"PECHLOIS2020_0005";"PECHLOIS2020_0005_B";2020-08-20;"2020";"08";"20";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,95212;9,45658;"csm";10;1;18:00:00;20:15:00;20:00:00;02:15:00;"accessibilite, proximite";"rocheux";"Diplodus spp, Dicentrarchus labrax, Labrus spp, Octopus vulgaris";"0";"0";"0";"0";"0";"0";"indienne";"Diplodus sargus";1;25;267,79;518,4;"NA";119,017777777778;NA;"NA";NA;NA;NA;"42°57.076'";NA;NA;NA;"9°27.237'";02:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"11";"PNMCA";13;"PECHLOIS2020_0005";"PECHLOIS2020_0005_B";2020-08-20;"2020";"08";"20";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,95212;9,45658;"csm";10;1;18:00:00;20:15:00;20:00:00;02:15:00;"accessibilite, proximite";"rocheux";"Diplodus spp, Dicentrarchus labrax, Labrus spp, Octopus vulgaris";"0";"0";"0";"0";"0";"0";"indienne";"Labrus merula";1;25;250,61;NA;"NA";111,382222222222;NA;"NA";NA;NA;NA;"42°57.076'";NA;NA;NA;"9°27.237'";02:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"12";"PNMCA";14;"PECHLOIS2020_0005";"PECHLOIS2020_0005_C";2020-08-20;"2020";"08";"20";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,87055;9,47833;"pdb";1;1;20:00:00;20:50:00;22:00:00;00:50:00;"accessibilite, proximite, tranquillite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Mugil sp.";1;20;178,84;178,84;"NA";214,608;NA;"NA";NA;NA;NA;"42°52.233'";NA;NA;NA;"9°28.700'";02:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"13";"PNMCA";16;"PECHLOIS2020_0006";"PECHLOIS2020_0006_A";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,69735;9,323;"pdb";1;1;06:00:00;07:40:00;09:00:00;01:40:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Coris julis";2;15,17;61,9;NA;"NA";37,14;NA;"NA";NA;NA;NA;"42°41.841'";NA;NA;NA;"9°19.380'";03:00:00;"occasionnel";"min_cons";"2";NA;NA;NA;NA
"14";"PNMCA";16;"PECHLOIS2020_0006";"PECHLOIS2020_0006_A";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,69735;9,323;"pdb";1;1;06:00:00;07:40:00;09:00:00;01:40:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Diplodus sargus";1;24;236,83;364,63;"NA";142,098;NA;"NA";NA;NA;NA;"42°41.841'";NA;NA;NA;"9°19.380'";03:00:00;"occasionnel";"NA";"NA";NA;NA;NA;NA
"15";"PNMCA";16;"PECHLOIS2020_0006";"PECHLOIS2020_0006_A";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,69735;9,323;"pdb";1;1;06:00:00;07:40:00;09:00:00;01:40:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";2;15;94,62;NA;"NA";56,772;NA;"NA";NA;NA;NA;"42°41.841'";NA;NA;NA;"9°19.380'";03:00:00;"occasionnel";"min_cons";"2";NA;NA;NA;NA
"16";"PNMCA";17;"PECHLOIS2020_0007";"PECHLOIS2020_0006_B";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,73705;9,34483;"pdb";1;1;06:00:00;08:40:00;10:00:00;02:40:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"pss";"0";"0";"0";"0";"mag_spe";"palangrotte";"Coris julis";2;12,14;33,18;NA;"NA";12,4425;NA;"NA";NA;NA;NA;"42°44.223'";NA;NA;NA;"9°20.690'";04:00:00;"resident";"min_cons";"2";NA;NA;NA;NA
"17";"PNMCA";17;"PECHLOIS2020_0007";"PECHLOIS2020_0006_B";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,73705;9,34483;"pdb";1;1;06:00:00;08:40:00;10:00:00;02:40:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"pss";"0";"0";"0";"0";"mag_spe";"palangrotte";"Diplodus sargus";1;24;236,83;648,38;"NA";88,81125;NA;"NA";NA;NA;NA;"42°44.223'";NA;NA;NA;"9°20.690'";04:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"18";"PNMCA";17;"PECHLOIS2020_0007";"PECHLOIS2020_0006_B";2020-08-21;"2020";"08";"21";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,73705;9,34483;"pdb";1;1;06:00:00;08:40:00;10:00:00;02:40:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"pss";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";1;15;47,31;NA;"NA";17,74125;NA;"NA";NA;NA;NA;"42°44.223'";NA;NA;NA;"9°20.690'";04:00:00;"resident";"min_cons";"1";NA;NA;NA;NA
"19";"PNMCA";18;"PECHLOIS2020_0007";"PECHLOIS2020_0007_A";2020-08-25;"2020";"08";"25";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,69443;9,2816;"pe";10;4;07:00:00;08:45:00;09:00:00;01:45:00;"accessibilite, proximite";"aucun_part";"soupe";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";10;12,15;364,24;384,63;"NA";52,0342857142857;NA;"NA";NA;NA;NA;"42°41.666'";NA;NA;NA;"9°16.896'";02:00:00;"resident";"min_cons";"10";NA;NA;NA;NA
"20";"PNMCA";18;"PECHLOIS2020_0007";"PECHLOIS2020_0007_A";2020-08-25;"2020";"08";"25";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,69443;9,2816;"pe";10;4;07:00:00;08:45:00;09:00:00;01:45:00;"accessibilite, proximite";"aucun_part";"soupe";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Trachinus draco";1;15;20,39;NA;"NA";2,91285714285714;NA;"NA";NA;NA;NA;"42°41.666'";NA;NA;NA;"9°16.896'";02:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"21";"PNMCA";24;"PECHLOIS2020_0008";"PECHLOIS2020_0008_C";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,78355;9,48798;"pe";10;2;07:00:00;08:30:00;09:00:00;01:30:00;"accessibilite, proximite";"aucun_part";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";4;10,15;114,64;114,64;"NA";38,2133333333333;NA;"NA";NA;NA;NA;"42°47.013'";NA;NA;NA;"9°29.279'";02:00:00;"resident";"min_cons";"4";NA;NA;NA;NA
"22";"PNMCA";25;"PECHLOIS2020_0008";"PECHLOIS2020_0008_D";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,83615;9,50217;"pe";10;1;06:30:00;08:45:00;10:00:00;02:15:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Pagellus erythrinus";2;14;67,75;NA;"NA";30,1111111111111;NA;"NA";NA;NA;NA;"42°50.169'";NA;NA;NA;"9°30.130'";03:30:00;"resident";"maille";"2";NA;NA;NA;NA
"23";"PNMCA";25;"PECHLOIS2020_0008";"PECHLOIS2020_0008_D";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,83615;9,50217;"pe";10;1;06:30:00;08:45:00;10:00:00;02:15:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Scomber scombrus";1;20;72,14;NA;"NA";32,0622222222222;NA;"NA";NA;NA;NA;"42°50.169'";NA;NA;NA;"9°30.130'";03:30:00;"resident";"NA";"NA";NA;NA;NA;NA
"24";"PNMCA";25;"PECHLOIS2020_0008";"PECHLOIS2020_0008_D";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,83615;9,50217;"pe";10;1;06:30:00;08:45:00;10:00:00;02:15:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Spondyliosoma cantharus";2;12;61,34;NA;"NA";27,2622222222222;NA;"NA";NA;NA;NA;"42°50.169'";NA;NA;NA;"9°30.130'";03:30:00;"resident";"maille";"2";NA;NA;NA;NA
"25";"PNMCA";25;"PECHLOIS2020_0008";"PECHLOIS2020_0008_D";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,83615;9,50217;"pe";10;1;06:30:00;08:45:00;10:00:00;02:15:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Trachinus draco";1;25;97,86;256,34;"NA";43,4933333333333;NA;"NA";NA;NA;NA;"42°50.169'";NA;NA;NA;"9°30.130'";03:30:00;"resident";"NA";"NA";NA;NA;NA;NA
"26";"PNMCA";26;"PECHLOIS2020_0008";"PECHLOIS2020_0008_E";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86937;9,48977;"pe";10;5;08:00:00;09:05:00;10:00:00;01:05:00;"accessibilite, proximite";"aucun_part";"soupe";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Boops boops";2;12,14;36,66;NA;"NA";6,768;NA;"NA";NA;NA;NA;"42°52.162'";NA;NA;NA;"9°29.386'";02:00:00;"secondaire";"NA";"NA";NA;NA;NA;NA
"27";"PNMCA";26;"PECHLOIS2020_0008";"PECHLOIS2020_0008_E";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86937;9,48977;"pe";10;5;08:00:00;09:05:00;10:00:00;01:05:00;"accessibilite, proximite";"aucun_part";"soupe";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";2;14,16;96;141,95;"NA";17,7230769230769;NA;"NA";NA;NA;NA;"42°52.162'";NA;NA;NA;"9°29.386'";02:00:00;"secondaire";"min_cons";"1";NA;NA;NA;NA
"28";"PNMCA";26;"PECHLOIS2020_0008";"PECHLOIS2020_0008_E";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,86937;9,48977;"pe";10;5;08:00:00;09:05:00;10:00:00;01:05:00;"accessibilite, proximite";"aucun_part";"soupe";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Trachurus trachurus";1;15;25,82;NA;"NA";4,76676923076923;NA;"NA";NA;NA;NA;"42°52.162'";NA;NA;NA;"9°29.386'";02:00:00;"secondaire";"NA";"NA";NA;NA;NA;NA
"29";"PNMCA";27;"PECHLOIS2020_0008";"PECHLOIS2020_0008_F";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,8961;9,48262;"pe";10;3;07:30:00;09:30:00;12:00:00;02:00:00;"accessibilite, proximite";"rocheux";"soupe";"cru";"0";"vers";"0";"0";"mag_spe";"palangrotte";"Coris julis";2;10,12;20,13;348,41;"NA";3,355;NA;"NA";NA;NA;NA;"42°53.766'";NA;NA;NA;"9°28.957'";04:30:00;"resident";"min_cons";"2";NA;NA;NA;NA
"30";"PNMCA";27;"PECHLOIS2020_0008";"PECHLOIS2020_0008_F";2020-08-26;"2020";"08";"26";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,8961;9,48262;"pe";10;3;07:30:00;09:30:00;12:00:00;02:00:00;"accessibilite, proximite";"rocheux";"soupe";"cru";"0";"vers";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";11;10,15;328,28;NA;"NA";54,7133333333333;NA;"NA";NA;NA;NA;"42°53.766'";NA;NA;NA;"9°28.957'";04:30:00;"resident";"min_cons";"11";NA;NA;NA;NA
"31";"PNMCA";45;"PECHLOIS2020_0017";"PECHLOIS2020_0017_A";2020-09-09;"2020";"09";"09";"Laure_Helene_GARSI";1;NA;"0";"SO";"NA";"NA";"NA";42,71707;9,2652;"pe";10;1;06:00:00;09:25:00;11:00:00;03:25:00;"accessibilite, proximite";"aucun_part";"toutes";"cru";"0";"0";"0";"0";"mag_spe";"palangrotte";"Pagellus erythrinus";1;15;37,42;37,42;"NA";10,9521951219512;NA;"NA";NA;NA;NA;"42°43.024'";NA;NA;NA;"9°15.912'";05:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"32";"PNMCA";46;"PECHLOIS2020_0017";"PECHLOIS2020_0017_B";2020-09-09;"2020";"09";"09";"Laure_Helene_GARSI";1;NA;"0";"SO";"NA";"NA";"NA";42,72865;9,24062;"pe";10;1;08:00:00;09:55:00;10:00:00;01:55:00;"accessibilite, proximite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Coris julis";10;10,14;133,28;438,8;"NA";69,5373913043478;NA;"NA";NA;NA;NA;"42°43.719'";NA;NA;NA;"9°14.437'";02:00:00;"resident";"min_cons";"10";NA;NA;NA;NA
"33";"PNMCA";46;"PECHLOIS2020_0017";"PECHLOIS2020_0017_B";2020-09-09;"2020";"09";"09";"Laure_Helene_GARSI";1;NA;"0";"SO";"NA";"NA";"NA";42,72865;9,24062;"pe";10;1;08:00:00;09:55:00;10:00:00;01:55:00;"accessibilite, proximite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus cabrilla";12;8,16;305,52;NA;"NA";159,401739130435;NA;"NA";NA;NA;NA;"42°43.719'";NA;NA;NA;"9°14.437'";02:00:00;"resident";"min_cons";"10";NA;NA;NA;NA
"34";"PNMCA";54;"PECHLOIS2020_0018";"PECHLOIS2020_0018_E";2020-09-10;"2020";"09";"10";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,96333;9,34638;"pdb";2,5;1;18:00:00;20:00:00;20:00:00;02:00:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"mll";"0";"vers";"0";"0";"mag_spe";"palangrotte";"Coris julis";2;14,16;50,98;326,34;"NA";25,49;NA;"NA";NA;NA;NA;"42°57.800'";NA;NA;NA;"9°20.783'";02:00:00;"resident";"min_cons";"2";NA;NA;NA;NA
"35";"PNMCA";54;"PECHLOIS2020_0018";"PECHLOIS2020_0018_E";2020-09-10;"2020";"09";"10";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,96333;9,34638;"pdb";2,5;1;18:00:00;20:00:00;20:00:00;02:00:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"mll";"0";"vers";"0";"0";"mag_spe";"palangrotte";"Serranus cabrilla";10;12,15;275,36;NA;"NA";137,68;NA;"NA";NA;NA;NA;"42°57.800'";NA;NA;NA;"9°20.783'";02:00:00;"resident";"min_cons";"10";NA;NA;NA;NA
"36";"PNMCA";58;"PECHLOIS2020_0020";"PECHLOIS2020_0020_B";2020-09-15;"2020";"09";"15";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,84802;9,48288;"pdb";2,5;1;18:00:00;19:35:00;22:00:00;01:35:00;"accessibilite, proximite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Coris julis";2;12,13;29,07;134,21;"NA";18,36;NA;"NA";NA;NA;NA;"42°50.881'";NA;NA;NA;"9°28.973'";04:00:00;"resident";"min_cons";"2";NA;NA;NA;NA
"37";"PNMCA";58;"PECHLOIS2020_0020";"PECHLOIS2020_0020_B";2020-09-15;"2020";"09";"15";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,84802;9,48288;"pdb";2,5;1;18:00:00;19:35:00;22:00:00;01:35:00;"accessibilite, proximite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus scriba";2;15,16;105,14;NA;"NA";66,4042105263158;NA;"NA";NA;NA;NA;"42°50.881'";NA;NA;NA;"9°28.973'";04:00:00;"resident";"min_cons";"1";NA;NA;NA;NA
"38";"PNMCA";62;"PECHLOIS2020_0021";"PECHLOIS2020_0021_B";2020-09-16;"2020";"09";"16";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,88418;9,4756;"pdb";2,5;1;06:30:00;07:50:00;10:00:00;01:20:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Coris julis";1;14;20,4;102,72;"NA";15,3;NA;"NA";NA;NA;NA;"42°53.051'";NA;NA;NA;"9°28.536'";03:30:00;"resident";"min_cons";"1";NA;NA;NA;NA
"39";"PNMCA";62;"PECHLOIS2020_0021";"PECHLOIS2020_0021_B";2020-09-16;"2020";"09";"16";"Laure_Helene_GARSI";0;NA;"NA";"NA";"NA";"NA";"NA";42,88418;9,4756;"pdb";2,5;1;06:30:00;07:50:00;10:00:00;01:20:00;"accessibilite, proximite, tranquillite";"rocheux";"toutes";"mll";"0";"0";"0";"0";"mag_spe";"palangrotte";"Serranus cabrilla";2;15,16;82,32;NA;"NA";61,74;NA;"NA";NA;NA;NA;"42°53.051'";NA;NA;NA;"9°28.536'";03:30:00;"resident";"min_cons";"1";NA;NA;NA;NA
"40";"PNMCA";103;"PECHLOIS2021_0042";"PECHLOIS2021_0042_A";2021-01-14;"2021";"01";"14";"Jeremy_SIMEONI";0;NA;"NA";"NA";"NA";"NA";"NA";42,752;9,477;"pe";20;2;09:00:00;10:17:00;12:00:00;01:17:00;"abondance, proximite";"rocheux, herbiers";"Dentex dentex, Loligo sp, Seriola dumerili";"pss, mll";"0";"pss, cru, mll";"0";"pain";"vous_meme";"traine de fond";"Loligo sp";10;30;4170;4170;"NA";1624,67532467532;NA;"NA";NA;NA;NA;"42°45.12'";NA;NA;NA;"9°28.62'";03:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"41";"PNMCA";107;"PECHLOIS2021_0043";"PECHLOIS2021_0043_C";2021-01-18;"2021";"01";"18";"Jeremy_SIMEONI";0;NA;"NA";"NA";"NA";"NA";"NA";42,91183;9,284;"pe";60;3;08:00:00;12:38:00;12:00:00;04:38:00;"abondance, accessibilite";"rocheux";"Dentex dentex, Pagrus pagrus";"0";"0";"mll";"0";"0";"vous_meme";"turlutte, traine de fond";"Dentex dentex";3;45,3333333333333;5200;5324,78;"NA";374,10071942446;NA;"NA";NA;NA;NA;"42°54.71'";NA;NA;NA;"9°17.04'";04:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"42";"PNMCA";107;"PECHLOIS2021_0043";"PECHLOIS2021_0043_C";2021-01-18;"2021";"01";"18";"Jeremy_SIMEONI";0;NA;"NA";"NA";"NA";"NA";"NA";42,91183;9,284;"pe";60;3;08:00:00;12:38:00;12:00:00;04:38:00;"abondance, accessibilite";"rocheux";"Dentex dentex, Pagrus pagrus";"0";"0";"mll";"0";"0";"vous_meme";"turlutte, traine de fond";"Spondyliosoma cantharus";1;20;124,78;NA;"NA";8,97697841726619;NA;"NA";NA;NA;NA;"42°54.71'";NA;NA;NA;"9°17.04'";04:00:00;"resident";"maille";"1";NA;NA;NA;NA
"43";"PNMCA";108;"PECHLOIS2021_0043";"PECHLOIS2021_0043_D";2021-01-18;"2021";"01";"18";"Jeremy_SIMEONI";0;NA;"NA";"NA";"NA";"NA";"NA";42,8875;9,29683;"pe";65;2;07:30:00;12:56:00;17:00:00;05:26:00;"abondance";"rocheux";"Scorpaena scrofa, Pagrus pagrus";"0";"0";"pss, cru, mll";"0";"0";"vous_meme";"fireball, jigging, leurre, turlutte, tenya";"Pagrus pagrus";1;30;800;800;"NA";73,6196319018405;NA;"NA";NA;NA;NA;"42°53.25'";NA;NA;NA;"9°17.81'";09:30:00;"resident";"NA";"NA";NA;NA;NA;NA
"44";"PNMCA";111;"PECHLOIS2021_0047";"PECHLOIS2021_0047_A";2021-01-27;"2021";"01";"27";"Jeremy_SIMEONI";1;NA;"0";"O";"NA";"NA";"NA";42,95467;9,33267;"pe";40;1;07:00:00;10:21:00;12:00:00;03:21:00;"abondance";"rocheux";"Dentex dentex, Seriola dumerili";"0";"0";"mll";"0";"0";"vous_meme";"turlutte, traine de fond";"Dentex dentex";1;54;2800;3478;"NA";835,820895522388;NA;"NA";NA;NA;NA;"42°57.28'";NA;NA;NA;"9°19.96'";05:00:00;"resident";"NA";"NA";NA;NA;NA;NA
"45";"PNMCA";111;"PECHLOIS2021_0047";"PECHLOIS2021_0047_A";2021-01-27;"2021";"01";"27";"Jeremy_SIMEONI";1;NA;"0";"O";"NA";"NA";"NA";42,95467;9,33267;"pe";40;1;07:00:00;10:21:00;12:00:00;03:21:00;"abondance";"rocheux";"Dentex dentex, Seriola dumerili";"0";"0";"mll";"0";"0";"vous_meme";"turlutte, traine de fond";"Loligo sp";3;20;678;NA;"NA";202,388059701493;NA;"NA";NA;NA;NA;"42°57.28'";NA;NA;NA;"9°19.96'";05:00:00;"resident";"NA";"NA";NA;NA;NA;NA
