"y.level";"term";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high"
"chasse sous-marine";"(Intercept)";-15,367832258837;0,472825778137844;-32,5021032469105;9,9576718058477e-232;-16,2945537549493;-14,4411107627247
"chasse sous-marine";"a2021";-0,780175728833912;0,836569119183643;-0,932589682004086;0,351031862743186;-2,41982107301225;0,859469615344425
"chasse sous-marine";"a2022";-0,750637226264273;0,744972020540147;-1,00760458858578;0,313644325219463;-2,21075555601299;0,709481103484448
"chasse sous-marine";"a2023";-0,285524326769244;0,438572960356665;-0,651030393066286;0,515026867606598;-1,14511153366142;0,574062880122931
"chasse sous-marine";"Temps_peche_estime.cat2h>=2h";-0,681608011120219;0,455560265232894;-1,49619723917705;0,134602263809153;-1,57448972376421;0,211273701523768
"chasse sous-marine";"zone.gpEst-Nord Cap";14,3955316830997;0,336111962248858;42,8295725828443;0;13,7367643423189;15,0542990238805
"chasse sous-marine";"zone.gpnimp_ou";14,7800301808995;0,434372092242405;34,0261965371647;9,13217870292196e-254;13,9286765242151;15,6313838375839
"chasse sous-marine";"zone.gpOuest-Nord Cap";13,7046384021045;0,797772490112691;17,1786299627461;3,83870295265363e-66;12,1410330536268;15,2682437505822
"peche embarquée";"(Intercept)";-1,53012116176088;0,556832637285078;-2,74790136084914;0,00599780500602503;-2,62149307625609;-0,438749247265674
"peche embarquée";"a2021";1,5864222746691;0,377344263509422;4,20417753251333;2,62033215016337e-05;0,846841108417842;2,32600344092036
"peche embarquée";"a2022";1,19776121266411;0,364667353389881;3,28453096097016;0,00102152273821163;0,483026333682404;1,91249609164582
"peche embarquée";"a2023";-1,20305511099016;0,372712335194498;-3,2278381941997;0,00124729504602328;-1,9335578645652;-0,472552357415124
"peche embarquée";"Temps_peche_estime.cat2h>=2h";1,20053370041801;0,469463126697357;2,557248124818;0,0105503932294998;0,280402880021629;2,1206645208144
"peche embarquée";"zone.gpEst-Nord Cap";-0,92348983569967;0,35561581960263;-2,59687501172358;0,00940761496108053;-1,62048403445352;-0,226495636945822
"peche embarquée";"zone.gpnimp_ou";0,236678725458849;0,385898361253683;0,613318814544692;0,539665555284852;-0,519668164291398;0,993025615209095
"peche embarquée";"zone.gpOuest-Nord Cap";-0,112029675769258;0,51086067577957;-0,219295947174445;0,826419518759049;-1,11329820141501;0,889238849876492
